Vehicle ID,Owner ID,Make,Model,Year,Vehicle Type,License Status,Last Renewal Date,Expiration Date,Fine Amount,Agent Service Used,Online Platform Used,Compliance History,Geographic Location,Region,Income Level,Number of Vehicles Owned,Previous Violations,Agent Hours Used,User Feedback Score,Predictive Score,Preferred Payment Mode,Date of Data Collection,Days Since Last Renewal,Number of Late Renewals in Last 3 Years,Average Renewal Lag Days,Agent Synchronization Lag,Month,Quarter
VH-328CCDE8,OWN-67871181,Isuzu,MU-X,2003,Hatchback,Compliant,2025-08-30,2026-08-30,0.0,Agent,,Always Compliant,"Kariba, Mashonaland West",Urban,Low,2,1,,1.8,0.157,Bank Transfer,2025-10-20,51,3,25.79,5.5,10,4
VH-B22A770F,OWN-7D8C1029,Mitsubishi,Outlander,2010,Pickup,Compliant,2025-08-22,2026-08-22,0.0,Online,OneMoney,Always Compliant,"Kadoma, Matabeleland South",Rural,Very High,1,0,0.0,,0.632,Mobile Money,2025-10-27,66,0,0.0,0.0,10,4
VH-8129F2C6,OWN-87FD8C61,Volkswagen,Polo,2012,Minivan,Non-compliant,2025-04-29,2025-05-06,0.0,In-person,,Always Compliant,"Zvishavane, Manicaland",Rural,,1,1,0.61,4.3,0.859,Agent,2025-08-15,108,3,15.37,0.56,8,3
VH-778B2CB7,OWN-F5CD789F,Volkswagen,Amarok,2006,Sedan,Compliant,2024-04-24,2025-04-24,0.0,Agent,,Frequently Non-compliant,"Chinhoyi, Midlands",Peri-urban,Middle,1,0,7.31,4.8,0.763,Online,2024-08-27,1250,3,6.72,23.4,8,3
VH-204D726A,OWN-F342C5FB,Hyundai,Santa Fe,2014,Truck,Compliant,2024-06-10,2025-06-10,4057.92,In-person,,Always Compliant,"Victoria Falls, Midlands",Urban,Very High,2,0,2.06,4.4,0.523,Bank Transfer,2024-12-04,177,1,1.77,11.84,12,4
VH-34A00477,OWN-44158FE4,Kia,Rio,2023,Truck,Compliant,2022-12-16,2023-12-16,0.0,Online,OneMoney,Occasional Late,"Gweru, Harare",Peri-urban,Very High,1,0,0.0,,0.514,Online,2024-03-06,446,0,0.0,0.0,3,1
VH-22BAE3F8,OWN-AE6BD13C,Kia,Sportage,2012,SUV,Compliant,2024-12-20,2025-12-20,1026.97,Agent,,Occasional Late,"Lupane, Harare",Urban,Very High,1,0,,1.0,0.118,Agent,2025-07-08,200,5,27.66,16.24,7,3
VH-6CD7933E,OWN-347D067B,JAC,S2,2019,Truck,Compliant,2023-04-14,2024-04-13,4023.93,Online,Ecocash,Frequently Non-compliant,"Ruwa, Manicaland",Urban,Very High,1,0,0.0,,0.852,Mobile Money,2023-12-09,239,1,15.73,0.0,12,4
VH-4B5E4889,OWN-66CE2E40,Foton,Tunland,2010,Pickup,Compliant,2024-11-20,2025-11-20,0.0,Agent,,Always Compliant,"Kwekwe, Manicaland",Peri-urban,,2,0,2.98,,0.636,Mobile Money,2025-11-04,349,2,18.86,22.27,11,4
VH-66967A42,OWN-AAA158F4,Volkswagen,Tiguan,2013,Hatchback,Compliant,2023-12-08,2024-12-07,0.0,Online,Paynow,Always Compliant,"Shurugwi, Mashonaland East",Peri-urban,Low,2,0,0.0,,0.102,Bank Transfer,2024-09-23,290,4,19.34,0.0,9,3
VH-D589542F,OWN-9B05A6F0,Hyundai,i10,2018,Motorcycle,Expired,2022-03-06,2021-07-06,,In-person,,Always Compliant,"Ruwa, Midlands",Peri-urban,Middle,1,0,1.19,,0.078,Online,2024-02-18,714,1,15.35,10.55,2,1
VH-DFA4EA19,OWN-55D57E65,Foton,View,2009,Hatchback,Compliant,2023-08-22,2024-08-21,,Agent,,Frequently Non-compliant,"Lupane, Bulawayo",Urban,Middle,4,2,4.48,3.8,0.84,Bank Transfer,2024-10-19,424,3,14.7,18.94,10,4
VH-EA16E606,OWN-D1EECFA2,Mazda,323,2020,Truck,Non-compliant,2022-12-05,2023-11-12,0.0,In-person,,Frequently Non-compliant,"Kwekwe, Harare",Peri-urban,Middle,4,2,3.37,,0.361,Mobile Money,2023-12-24,384,0,0.0,14.07,12,4
VH-99D9AF7B,OWN-ACC4F087,Audi,A3,2011,Truck,Compliant,2023-03-12,2024-03-11,0.0,Online,Ecocash,Frequently Non-compliant,"Hwange, Harare",Rural,High,2,5,0.0,4.5,0.928,Bank Transfer,2024-01-17,311,5,13.63,0.0,1,1
VH-B6EC26EF,OWN-DD210445,Mitsubishi,Triton,2023,Motorcycle,Compliant,2023-12-24,2024-12-23,0.0,In-person,,Occasional Late,"Chiredzi, Matabeleland South",Urban,Low,1,1,1.12,,0.097,Bank Transfer,2025-10-11,657,2,29.5,4.66,10,4
VH-3D161C6F,OWN-4EAC1673,Toyota,RAV4,2021,Motorcycle,Non-compliant,2023-04-21,2023-03-29,0.0,Online,Zinara Portal,Occasional Late,"Marondera, Manicaland",Rural,Low,1,2,0.0,,0.267,Mobile Money,2024-10-30,558,3,1.34,0.0,10,4
VH-93DE0B9B,OWN-B73443EE,Isuzu,MU-X,2016,Pickup,Compliant,2024-06-18,2025/06/18,0.0,Online,OneMoney,Always Compliant,"Kwekwe, Harare",Peri-urban,Low,1,1,0.0,1.7,0.591,Online,2024-11-15,150,1,23.66,0.0,11,4
VH-D5C9E664,OWN-45B998D5,Isuzu,MU-X,2011,Pickup,Non-compliant,2023-06-11,2024-05-28,0.0,Online,Ecocash,Always Compliant,"Chitungwiza, Mashonaland Central",Peri-urban,Middle,1,0,0.0,4.3,0.273,Mobile Money,2024-01-22,225,1,29.38,0.0,1,1
VH-F423B193,OWN-3D395077,Volkswagen,Amarok,2008,Sedan,Compliant,2022-07-06,2023-07-06,0.0,In-person,,Always Compliant,"Victoria Falls, Mashonaland West",Rural,Very High,1,2,7.62,2.7,0.646,Agent,2024-01-22,565,1,10.27,23.24,1,1
VH-3C868E5E,OWN-BA5B9F05,Great Wall,Steed,2008,Sedan,Compliant,2024-12-15,2025-12-15,0.0,Agent,,Always Compliant,"Hwange, Mashonaland Central",Peri-urban,High,1,1,1.55,1.1,0.701,Agent,2025-02-15,62,0,0.0,3.81,2,1
VH-3FBB9226,OWN-BFDA95D9,Foton,View,2010,Minivan,Compliant,2022/12/08,2023-12-08,0.0,Agent,,Always Compliant,"Mutare, Manicaland",Peri-urban,,2,2,,,0.723,Bank Transfer,2024-07-19,589,2,14.48,9.63,7,3
VH-65F01C86,OWN-E20FDAE0,Ford,Everest,2024,Hatchback,Non-compliant,2023-01-13,2023-10-13,0.0,Online,Innbucks,Always Compliant,"Mutare, Masvingo",Peri-urban,Middle,4,3,0.0,,0.663,Online,2024-03-28,440,0,0.0,0.0,3,1
VH-2325D4D9,OWN-1F1F5F72,BMW,5 Series,2011,Pickup,Compliant,2024/10/19,2025-10-19,0.0,In-person,,Always Compliant,"Zvishavane, Manicaland",Peri-urban,Very High,1,0,,4.4,0.374,Cash,2025-06-11,235,1,10.34,11.3,6,2
VH-87D8B964,OWN-C5B4C467,Hyundai,Santa Fe,2015,Minivan,Compliant,2024/06/03,2025-06-03,0.0,Agent,,Always Compliant,"Zvishavane, Matabeleland North",Rural,,2,0,7.24,3.7,0.97,Online,2025-08-03,426,1,26.57,4.28,8,3
VH-0EDD0469,OWN-8EF1999B,Mercedes-Benz,C-Class,2011,Truck,Compliant,2024-06-11,2025-06-11,,In-person,,Occasional Late,"Hwange, Harare",Rural,Low,1,0,2.76,2.1,0.387,Cash,2024-09-28,109,0,0.0,6.26,9,3
VH-325AA152,OWN-DED9B59E,Kia,Sorento,2005,Pickup,Compliant,2024-07-29,2025-07-29,0.0,In-person,,Always Compliant,"Plumtree, Matabeleland South",Urban,Middle,2,2,1.71,2.9,0.96,Cash,2025-08-17,384,3,23.14,7.27,8,3
VH-C3A5DE11,OWN-66473526,Volkswagen,Polo,2019,Motorcycle,Non-compliant,2022-11-03,2023-07-04,0.0,Agent,,Always Compliant,"Beitbridge, Matabeleland South",Peri-urban,,3,0,4.49,,0.948,Bank Transfer,2023/11/11,373,2,5.93,19.51,11,4
VH-80B1E97E,OWN-FF3B3AAF,Chevrolet,Cruze,2001,Pickup,Non-compliant,2023-06-17,2023-06-12,0.0,Agent,,Always Compliant,"Norton, Harare",Urban,Low,2,0,5.56,1.1,0.325,Online,2024-07-26,4050,4,3.35,17.57,7,3
VH-1AD0A99D,OWN-0A09AA3E,Great Wall,Steed,2012,SUV,Compliant,2023-08-06,2024-08-05,2492.58,Agent,,Frequently Non-compliant,"Kwekwe, Bulawayo",Rural,Middle,4,0,5.67,4.3,0.569,Online,2025-06-14,678,0,0.0,7.84,6,2
VH-3184C0E0,OWN-8CA49845,Ford,Everest,2019,Minivan,Compliant,2024-08-11,2025-08-11,0.0,In-person,,Occasional Late,"Chiredzi, Bulawayo",Peri-urban,High,2,0,,,0.912,Online,2025-08-21,375,1,17.13,23.88,8,3
VH-9C5FB841,OWN-F4F6993C,JAC,M1,2007,Minivan,Compliant,2023-10-13,2024-10-12,0.0,Online,Zinara Portal,Occasional Late,"Bulawayo, Mashonaland West",Rural,Very High,4,0,,,0.407,Online,2024-08-19,311,3,19.72,0.0,8,3
VH-C8F2242E,OWN-D4DA94BD,Volkswagen,Tiguan,2014,Hatchback,Compliant,2024-10-25,2025-10-25,0.0,Online,OneMoney,Always Compliant,"Chiredzi, Mashonaland West",Urban,Very High,2,1,0.0,4.7,0.013,Agent,2025-10-22,362,2,10.39,0.0,10,4
VH-F6DA9289,OWN-9869D944,Chevrolet,Spark,2014,Motorcycle,Compliant,2023-05-31,2024-05-30,0.0,Online,Zinara Portal,Always Compliant,"Shurugwi, Matabeleland North",Urban,Very High,2,1,0.0,,0.985,Agent,2025-05-19,719,2,8.75,0.0,5,2
VH-E23625C1,OWN-941765E6,Audi,Q7,2021,Pickup,Compliant,2023-01-15,2024-01-15,0.0,Agent,,Always Compliant,"Harare, Manicaland",Rural,Very High,5,1,4.67,2.5,0.949,Online,2024-02-09,390,0,0.0,9.5,2,1
VH-8E097779,OWN-840362AE,Isuzu,KB,2018,Truck,Expired,2023-02-02,2022-08-05,0.0,Agent,,Occasional Late,"Kwekwe, Manicaland",Rural,,2,0,6.28,3.5,0.502,Bank Transfer,2024-04-25,448,3,6.75,9.7,4,2
VH-05F77C95,OWN-6FB38F35,Chevrolet,Cruze,2014,SUV,Compliant,2023-07-16,2024-07-15,0.0,Online,Innbucks,Always Compliant,"Kwekwe, Masvingo",Peri-urban,Very High,5,0,0.0,,0.139,Bank Transfer,2024-12-02,505,4,29.97,0.0,12,4
VH-24E169A3,OWN-A3A3D3A2,Haval,Jolion,2013,Sedan,Compliant,2022-09-13,2023-09-13,3437.6,Online,Innbucks,Occasional Late,"Marondera, Midlands",Urban,Very High,2,0,0.0,1.6,0.369,Mobile Money,2024-02-08,513,1,14.17,0.0,2,1
VH-0C52AEEB,OWN-299AE967,Isuzu,D-Max,2004,Truck,Compliant,2023-10-21,2024-10-20,0.0,In-person,,Occasional Late,"Chitungwiza, Harare",Urban,Low,3,0,7.8,4.6,0.245,Online,2024-07-27,280,0,0.0,17.97,7,3
VH-0014F98A,OWN-ACDDFE12,Kia,Picanto,2012,Sedan,Compliant,2022-04-06,2023/04/06,0.0,Online,Zinara Portal,Occasional Late,"Bindura, Mashonaland East",Rural,High,3,0,0.0,1.2,0.399,Bank Transfer,2024-02-27,692,5,19.49,0.0,2,1
VH-E13CFF95,OWN-128B5674,Kia,Sportage,2003,SUV,Non-compliant,2023-08-05,2024-06-06,1732.18,In-person,,Always Compliant,"Chinhoyi, Midlands",Urban,High,2,1,2.48,3.0,0.245,Agent,2024-10-30,452,2,8.86,10.67,10,4
VH-326D30C1,OWN-FE3F8EA0,Chevrolet,Trailblazer,2008,Hatchback,Non-compliant,2023-11-25,2024-03-21,178.41,Online,Ecocash,Always Compliant,"Chinhoyi, Midlands",Urban,High,4,0,0.0,2.9,0.44,Agent,2025-06-11,564,1,22.31,0.0,6,2
VH-797EE573,OWN-78F72B30,Honda,Civic,2019,Truck,Compliant,2023-07-20,2024-07-19,0.0,Online,Telecash,Frequently Non-compliant,"Zvishavane, Mashonaland East",Rural,Very High,1,0,,3.6,0.587,Bank Transfer,2025-04-07,627,2,15.7,0.0,4,2
VH-B5767B65,OWN-8C806AE1,Hyundai,i20,2020,SUV,Compliant,2024-09-03,2025-09-03,0.0,In-person,,Occasional Late,"Hwange, Matabeleland North",Urban,High,2,0,2.18,,0.197,Cash,2024-10-17,44,3,17.08,15.33,10,4
VH-8B3B3619,OWN-77359F5B,Toyota,Avanza,2007,Minivan,Compliant,2023-09-29,2024-09-28,0.0,Online,Innbucks,Always Compliant,"Kadoma, Mashonaland West",Rural,,5,0,0.0,2.0,0.256,Mobile Money,2024-02-07,131,5,28.09,0.0,2,1
VH-098AEF7E,OWN-795E1280,Mercedes-Benz,Actros,2022,Minivan,Expired,2023-06-26,2023/02/03,0.0,In-person,,Always Compliant,"Beitbridge, Manicaland",Urban,Middle,2,2,7.3,,0.586,Bank Transfer,2025-02-10,595,3,13.93,12.89,2,1
VH-D83847A6,OWN-CDC43239,Ford,F-150,2020,Sedan,Compliant,2023-11-21,2024-11-20,0.0,Agent,,Always Compliant,"Kadoma, Matabeleland North",Urban,Very High,3,0,4.77,4.1,0.195,Bank Transfer,2024-07-10,232,3,29.77,6.04,7,3
VH-1392088B,OWN-2CD56A68,Kia,Rio,2015,Minivan,Compliant,2023-03-05,2024-03-04,1533.2,Agent,,Always Compliant,"Kwekwe, Mashonaland West",Rural,High,2,0,5.58,1.7,0.007,Bank Transfer,2025-01-23,690,3,14.87,4.29,1,1
VH-E36FE638,OWN-05B1B2D0,Kia,Rio,2003,Motorcycle,Compliant,2024-09-20,2025-09-20,0.0,Online,Ecocash,Always Compliant,"Beitbridge, Mashonaland West",Rural,High,3,0,0.0,4.7,0.21,Mobile Money,2025-05-06,228,2,4.69,0.0,5,2
VH-1CFA8246,OWN-860DE923,Hyundai,Santa Fe,2005,Hatchback,Expired,2022-08-13,2021-10-12,0.0,Agent,,Always Compliant,"Plumtree, Manicaland",Peri-urban,High,1,0,4.04,4.3,0.315,Agent,2024-07-12,699,3,16.9,18.3,7,3
VH-968E22B3,OWN-176DE3B7,Toyota,Prado,2001,Pickup,Non-compliant,2025-02-26,2025-05-13,0.0,In-person,,Always Compliant,"Chegutu, Manicaland",Peri-urban,Very High,1,2,,,0.215,Bank Transfer,2025-10-21,237,3,25.69,2.56,10,4
VH-D2E46F4A,OWN-B4CDB28B,Mercedes-Benz,Actros,2010,Minivan,Expired,2023-10-19,2023-04-02,3454.61,Agent,,Always Compliant,"Victoria Falls, Midlands",Peri-urban,Very High,1,0,7.9,3.2,0.438,Agent,2025-09-23,705,0,0.0,11.32,9,3
VH-7935952D,OWN-B0E3C5E8,Nissan,Sunny,2024,Minivan,Compliant,2023-08-11,2024-08-10,0.0,Online,Innbucks,Occasional Late,"Bindura, Manicaland",Urban,High,2,0,0.0,1.6,0.77,Agent,2024-04-01,234,2,27.15,0.0,4,2
VH-29638A1D,OWN-FABDA3B9,Chevrolet,Trailblazer,2006,SUV,Compliant,2024-04-14,2025-04-14,0.0,Online,Zinara Portal,Always Compliant,"Marondera, Matabeleland North",Urban,Middle,1,0,0.0,2.9,0.048,Bank Transfer,2024-12-03,233,0,0.0,0.0,12,4
VH-395CFE97,OWN-F0852452,JAC,S2,2000,Hatchback,Non-compliant,2023-05-09,2023-12-16,,In-person,,Occasional Late,"Bindura, Harare",Rural,Low,2,0,,1.4,0.922,Bank Transfer,2024-12-10,581,5,29.79,18.05,12,4
VH-B1C76AEA,OWN-5467607D,Kia,Rio,2014,Pickup,Compliant,2023-06-14,2024-06-13,0.0,Online,OneMoney,Always Compliant,"Shurugwi, Manicaland",Rural,Low,1,1,0.0,,0.009,Agent,2025-05-07,693,3,4.51,0.0,5,2
VH-AF7CAC3B,OWN-2EA9D849,Mercedes-Benz,C-Class,2017,Pickup,Expired,2023-09-25,2023-06-20,0.0,In-person,,Always Compliant,"Chiredzi, Mashonaland Central",Rural,Low,3,0,4.5,2.3,0.315,Mobile Money,2024-03-29,186,5,6.26,7.27,3,1
VH-5BBAEE08,OWN-A8F6FC6A,Kia,Rio,2007,SUV,Compliant,2024-03-13,2025-03-13,0.0,Online,Innbucks,Always Compliant,"Lupane, Mashonaland West",Urban,Middle,1,0,0.0,1.8,0.381,Online,2024-08-16,156,0,0.0,0.0,8,3
VH-E6260123,OWN-3EFC7880,Mitsubishi,L200,2005,Motorcycle,Non-compliant,2023-11-20,2024-05-20,995.36,Agent,,Always Compliant,"Kadoma, Bulawayo",Peri-urban,,4,1,4.08,2.7,0.962,Online,2024-11-08,354,2,10.81,7.44,11,4
VH-36BC04BF,OWN-48DC32F9,Nissan,Almera,2020,Truck,Compliant,2023-05-13,2024-05-12,128.46,Agent,,Always Compliant,"Masvingo, Bulawayo",Rural,Middle,1,1,0.84,,0.47,Online,2024-10-06,512,0,0.0,14.31,10,4
VH-A4AFC034,OWN-759F544A,Isuzu,MU-X,2021,Truck,Non-compliant,2024-02-13,2024-04-12,,Online,Paynow,Always Compliant,"Chegutu, Midlands",Peri-urban,High,3,1,0.0,,0.498,Agent,2024-09-06,206,3,18.76,0.0,9,3
VH-3AA18C19,OWN-06F2FA20,Volkswagen,Tiguan,2000,Motorcycle,Non-compliant,2025-04-11,2025-10-06,0.0,Online,Paynow,Always Compliant,"Harare, Mashonaland West",Urban,Middle,1,0,0.0,,0.42,Online,2025-10-05,177,0,0.0,0.0,10,4
VH-366009A0,OWN-8538CDE7,Foton,View,2013,Motorcycle,Non-compliant,2023-12-28,2024-05-05,2407.41,Agent,,Occasional Late,"Redcliff, Matabeleland North",Urban,High,4,0,5.42,,0.493,Bank Transfer,2024-01-27,30,1,3.77,12.35,1,1
VH-537E0E8A,OWN-AC38C7E4,Honda,Civic,2021,Sedan,Compliant,2023-10-05,2024-10-04,0.0,Agent,,Always Compliant,"Shurugwi, Bulawayo",Rural,Very High,2,1,2.96,4.5,0.76,Mobile Money,2024-02-19,137,2,12.66,15.87,2,1
VH-A35AE48B,OWN-AA396F63,Haval,Jolion,2001,Minivan,Expired,2025-05-03,2024-06-12,0.0,Agent,,Always Compliant,"Zvishavane, Harare",Urban,Very High,1,0,0.59,4.3,0.577,Cash,2025-10-26,176,1,13.6,6.31,10,4
VH-DA54D420,OWN-DCAD135E,Chevrolet,Spark,2023,Truck,Compliant,2024-07-16,2025-07-16,1737.87,Agent,,Always Compliant,"Chiredzi, Matabeleland South",Peri-urban,High,3,1,5.47,2.7,0.025,Bank Transfer,2025-05-03,291,1,2.84,23.4,5,2
VH-6603104B,OWN-5AB92A14,Mazda,BT-50,2017,Minivan,Compliant,2023-01-02,2024-01-02,0.0,Online,Paynow,Occasional Late,"Norton, Manicaland",Peri-urban,Very High,3,2,0.0,1.6,0.681,Online,2024-08-20,596,1,22.0,0.0,8,3
VH-9A63A89E,OWN-2C834473,Land Rover,Range Rover,2019,Motorcycle,Compliant,2023-04-08,2024-04-07,0.0,In-person,,Occasional Late,"Gweru, Midlands",Rural,Low,2,5,3.31,1.9,0.931,Mobile Money,2024-05-13,401,4,28.27,14.63,5,2
VH-612614D1,OWN-74E76405,Isuzu,D-Max,2001,Pickup,Expired,2023-02-17,2022-09-05,723.79,Agent,,Occasional Late,"Norton, Masvingo",Rural,High,1,0,,1.3,0.755,Mobile Money,2024-07-10,509,1,14.43,3.85,7,3
VH-5C368BD4,OWN-276BA7A1,Mercedes-Benz,E-Class,2005,Minivan,Compliant,2024-08-06,2025-08-06,1170.21,Agent,,Always Compliant,"Bindura, Masvingo",Rural,,1,0,,,0.327,Online,2024-11-16,102,4,9.33,2.46,11,4
VH-BDCA5F4A,OWN-017D8394,Foton,Tunland,2021,Pickup,Non-compliant,2024-01-27,2024-02-02,0.0,Agent,,Occasional Late,"Norton, Bulawayo",Rural,,1,1,7.62,,0.467,Bank Transfer,2024-08-01,187,1,26.29,16.59,8,3
VH-3397D404,OWN-E8347D1D,Foton,View,2007,Hatchback,Compliant,2023-01-30,2024-01-30,1244.4,Online,OneMoney,Always Compliant,"Mutare, Bulawayo",Rural,Very High,1,0,,4.4,0.732,Agent,2024-03-06,401,5,15.23,0.0,3,1
VH-62D863FA,OWN-5EC9E8A7,Kia,Rio,2011,Sedan,Non-compliant,2023-06-16,2024-01-25,0.0,Online,OneMoney,Occasional Late,"Harare, Bulawayo",Rural,Very High,2,0,0.0,1.2,0.108,Online,2025-03-06,629,4,2.85,0.0,3,1
VH-620B4CBB,OWN-14133951,Mercedes-Benz,C-Class,2018,Minivan,Non-compliant,2024/09/10,2025-07-08,3951.27,Online,Zinara Portal,Occasional Late,"Gwanda, Midlands",Peri-urban,Very High,3,0,0.0,3.7,0.026,Bank Transfer,2025-09-30,385,1,0.72,0.0,9,3
VH-3C4D8195,OWN-3434FA76,Audi,A3,2009,Pickup,Compliant,2022-11-24,2023-11-24,1794.27,In-person,,Always Compliant,"Harare, Matabeleland North",Peri-urban,High,3,0,2.93,4.5,0.648,Cash,2023-12-11,382,2,23.43,4.13,12,4
VH-62F48A8E,OWN-440F91DC,Foton,Tunland,2010,Truck,Non-compliant,2024-04-01,2024-08-05,0.0,Agent,,Always Compliant,"Kariba, Matabeleland South",Rural,,3,1,5.16,2.9,0.337,Cash,2025-03-21,354,2,22.64,23.02,3,1
VH-EBEF0BFA,OWN-950FC8D8,Audi,A3,2003,SUV,Non-compliant,2023-05-18,2024-05-09,0.0,In-person,,Frequently Non-compliant,"Ruwa, Mashonaland East",Rural,Low,2,1,1.99,4.4,0.146,Agent,2024-04-15,333,4,10.61,3.19,4,2
VH-79AAFF3B,OWN-73779D4D,Hyundai,Tucson,2023,Motorcycle,Expired,2024-03-28,2023-08-14,0.0,Agent,,Frequently Non-compliant,"Norton, Midlands",Rural,Middle,3,0,0.7,,0.226,Mobile Money,2024-12-13,260,1,0.37,5.85,12,4
VH-3893FA09,OWN-A1065D7F,Toyota,Yaris,2014,Pickup,Compliant,2023-10-20,2024-10-19,0.0,Agent,,Always Compliant,"Redcliff, Matabeleland South",Rural,High,3,2,6.1,4.6,0.937,Agent,2025-05-03,561,4,10.71,22.99,5,2
VH-BEDE575D,OWN-D27281EC,Honda,Accord,2022,SUV,Compliant,2023-01-08,2024-01-08,0.0,In-person,,Always Compliant,"Redcliff, Midlands",Urban,Middle,1,2,5.9,,0.619,Cash,2024-06-08,5170,4,13.09,22.88,6,2
VH-6C395ED5,OWN-4528BD89,Mitsubishi,L200,2017,Pickup,Compliant,2023-05-20,2024-05-19,0.0,Agent,,Always Compliant,"Redcliff, Harare",Peri-urban,Low,2,4,,4.8,0.986,Mobile Money,2023-11-17,181,5,13.56,12.92,11,4
VH-3A79A6FE,OWN-83576694,BMW,X3,2007,Hatchback,Non-compliant,2022-03-23,2022-08-01,4320.53,Agent,,Always Compliant,"Hwange, Masvingo",Urban,Low,2,0,4.91,3.9,0.249,Bank Transfer,2023-12-13,630,1,25.07,0.71,12,4
VH-EB3D3551,OWN-67890A4E,Foton,Sauvana,2003,Truck,Compliant,2022-10-09,2023-10-09,0.0,Agent,,Occasional Late,"Chitungwiza, Bulawayo",Peri-urban,High,1,0,1.87,3.0,0.185,Cash,2023-12-09,426,1,6.8,23.66,12,4
VH-2AFA1B69,OWN-223DB6DE,Nissan,Sunny,2014,Motorcycle,Compliant,2023-11-28,2024-11-27,,In-person,,Always Compliant,"Mutare, Matabeleland South",Peri-urban,Low,1,0,0.51,,0.905,Bank Transfer,2024-02-28,92,2,25.78,22.94,2,1
VH-D29768CA,OWN-B8DFB59E,Isuzu,MU-X,2019,Pickup,Expired,2023-08-04,2023-05-16,0.0,Online,Paynow,Always Compliant,"Kwekwe, Matabeleland South",Urban,Middle,3,2,,4.7,0.888,Online,2025-08-02,729,2,28.05,0.0,8,3
VH-F0183B8E,OWN-1DB48E0B,Mazda,Demio,2021,SUV,Expired,2023-11-04,2022-12-30,0.0,Agent,,Frequently Non-compliant,"Ruwa, Matabeleland South",Urban,Very High,3,0,7.46,1.3,0.246,Mobile Money,2024-06-18,227,1,28.81,11.78,6,2
VH-30655134,OWN-35BFDACD,Hyundai,Tucson,2011,Sedan,Non-compliant,2023-08-30,2024/06/30,0.0,Online,Telecash,Occasional Late,"Victoria Falls, Midlands",Urban,Very High,3,0,0.0,,0.135,Mobile Money,2025-08-08,709,2,28.33,0.0,8,3
VH-AB185B83,OWN-AA63A5A3,Kia,Picanto,2013,Pickup,Compliant,2023-04-21,2024-04-20,0.0,Agent,,Always Compliant,"Chitungwiza, Matabeleland North",Urban,Low,2,0,6.28,2.2,0.587,Bank Transfer,2024-12-15,604,4,5.2,7.53,12,4
VH-33F8C67B,OWN-1326C91D,Ford,Focus,2000,Sedan,Compliant,2024-02-15,2025-02-14,0.0,Online,Telecash,Occasional Late,"Norton, Masvingo",Urban,Middle,2,0,0.0,,0.214,Cash,2024-05-08,83,1,26.77,0.0,5,2
VH-DAA8D16B,OWN-A0CE510D,Audi,A3,2022,SUV,Compliant,2025-08-10,2026-08-10,0.0,Agent,,Frequently Non-compliant,"Victoria Falls, Mashonaland Central",Rural,Middle,2,1,0.54,1.7,0.39,Mobile Money,2025-10-25,76,2,27.53,9.65,10,4
VH-F176ACCC,OWN-F2B8ABAA,Honda,Civic,2019,SUV,Compliant,2022-01-11,2023-01-11,1583.21,Agent,,Always Compliant,"Kariba, Mashonaland East",Peri-urban,Low,1,1,3.57,,0.901,Cash,2023-11-13,671,2,18.0,15.04,11,4
VH-0DDEEA23,OWN-A3E10CFF,Hyundai,Tucson,2022,Motorcycle,Compliant,2023-10-17,2024-10-16,0.0,In-person,,Occasional Late,"Beitbridge, Manicaland",Rural,High,1,1,1.88,3.9,0.695,Agent,2025-08-29,682,4,8.59,20.53,8,3
VH-DEECB18B,OWN-A8997F33,Volkswagen,Polo,2024,Sedan,Compliant,2023/10/27,2024-10-26,679.22,In-person,,Always Compliant,"Zvishavane, Mashonaland Central",Urban,Low,3,0,13.4,4.2,0.242,Bank Transfer,2024-06-18,235,2,13.14,3.43,6,2
VH-8DC79247,OWN-58B5A96A,Ford,Fiesta,2016,Motorcycle,Compliant,2024-02-22,2025-02-21,0.0,In-person,,Always Compliant,"Kadoma, Mashonaland Central",Rural,Middle,4,4,3.13,4.8,0.506,Mobile Money,2024-04-06,44,1,18.82,8.06,4,2
VH-09B1B0BE,OWN-3B17AAD3,Chevrolet,Spark,2014,Sedan,Compliant,2024-12-04,2025-12-04,0.0,In-person,,Always Compliant,"Masvingo, Midlands",Rural,Low,2,0,3.57,2.5,0.143,Online,2025/05/29,176,5,7.01,9.15,5,2
VH-86F39C7B,OWN-98BFF992,Haval,H6,2012,Motorcycle,Non-compliant,2024-02-05,2024-10-11,0.0,Online,Innbucks,Occasional Late,"Ruwa, Bulawayo",Urban,Very High,1,3,0.0,4.0,0.683,Bank Transfer,2025-10-04,607,2,10.35,0.0,10,4
VH-C10E57AD,OWN-34CEA902,Chevrolet,Cruze,2004,Pickup,Compliant,2023-07-03,2024-07-02,,In-person,,Always Compliant,"Redcliff, Mashonaland West",Urban,Low,1,0,3.26,,0.41,Bank Transfer,2024-01-27,208,1,29.62,3.0,1,1
VH-3A22AF15,OWN-E4370764,Land Rover,Defender,2012,Pickup,Compliant,2023-05-23,2024-05-22,0.0,Online,Telecash,Occasional Late,"Bindura, Matabeleland North",Rural,,1,0,0.0,4.8,0.729,Bank Transfer,2024-10-08,504,2,27.01,0.0,10,4
VH-DDCD0FFE,OWN-9D043070,Great Wall,Hover,2011,Minivan,Compliant,2023-12-14,2024-12-13,0.0,Online,OneMoney,Always Compliant,"Norton, Mashonaland Central",Peri-urban,Low,1,2,0.0,3.6,0.937,Cash,2025-07-21,585,1,28.3,0.0,7,3
